Investor Name;Investor Name URL;Number of Investments;Number of Exited Companies;Location;Investor Type;Description;Website;Twitter;Facebook;LinkedIn;Number of Portfolio Companies;Number of Lead Investments;Program Duration;Next Application Deadline;Program Type
Formative Ventures;https://www.crunchbase.com/organization/formative-ventures;30;4;Santa Clara, California, United States;Venture Capital;A Menlo Park-based early-stage technology venture capital firm launched by partners with firsthand operating experience in growing;http://www.formative.com;;;;13;6;;;
Formula VC;https://www.crunchbase.com/organization/formula-vc;1;;San Francisco, California, United States;Micro VC;FormulaVC is a venture capital firm focused on IT and telecommunication sector growth stage companies.;http://formulavc.com;http://twitter.com/formulavc;;;1;1;;;
Forrest Binkley & Brown;https://www.crunchbase.com/organization/forrest-binkley-brown;10;5;Irvine, California, United States;Private Equity Firm;Forrest Binkley & Brown, a California-based private equity firm, invests in middle market buyouts and provides growth capital to businesses.;http://www.fbbvc.com;;;;10;2;;;
Fort Mason Capital;https://www.crunchbase.com/organization/fort-mason-capital;3;2;San Francisco, California, United States;Private Equity Firm;Fort Mason Capital is a private equity firm.;;;;;2;;;;
Foundation Capital;https://www.crunchbase.com/organization/foundation-capital;395;96;Menlo Park, California, United States;Venture Capital;Foundation Capital is a venture capital firm made up of former entrepreneurs who set out to create the firm they wanted as founders.;http://foundationcapital.com;http://twitter.com/FoundationCap;https://www.facebook.com/foundationcap/;http://www.linkedin.com/company/foundation-capital;221;102;;;
FOUNDER.org;https://www.crunchbase.com/organization/founder-org;25;;San Francisco, California, United States;Venture Capital;Investor and company building program for student entrepreneurs.;http://www.founder.org;http://twitter.com/founderorg;http://www.facebook.com/founderorg;http://www.linkedin.com/company/2804725;23;5;;;
Founders Capital Partners;https://www.crunchbase.com/organization/founders-capital-partners;1;1;Santa Barbara, California, United States;Angel Group;Founders Capital Partners (FCP) is a group of angel investors - individuals who invest in early-stage, technology-based businesses.;http://www.founderscapitalpartners.com;;;;1;;;;
Founders Circle Capital;https://www.crunchbase.com/organization/founders-circle-capital;23;6;San Francisco, California, United States;Venture Capital;Founders Circle Capital is a California-based liquidity firm that invests in venture-backed startups.;http://www.founderscircle.com;https://twitter.com/founderscc;https://www.facebook.com/FoundersCircleCapital/;https://www.linkedin.com/company/founders-circle-capital;15;17;;;
Founders Fund;https://www.crunchbase.com/organization/founders-fund;251;41;San Francisco, California, United States;Venture Capital;Founders Fund is a San Francisco based venture capital firm investing in companies building revolutionary technologies.;http://www.foundersfund.com;http://twitter.com/foundersfund;https://www.facebook.com/foundersfund;https://www.linkedin.com/company/the-founders-fund;166;76;;;
FoundersX Ventures;https://www.crunchbase.com/organization/foundersx-ventures;2;;Menlo Park, California, United States;Venture Capital;Early stage venture fund focused on emerging tech: AI, VR/AR, Robotics, Drone, Interactive media, Edtech, Fintech, etc.;http://www.foundersxfund.com/;;https://www.facebook.com/FoundersX/;https://www.linkedin.com/company/10887688;2;;;;
Fountain Partners;https://www.crunchbase.com/organization/fountain-partners;;;San Francisco, California, United States;Private Equity Firm;Equipment leasing, venture, hypergrowth.;http://www.fountainpartners.com;;;;;;;;
Four Rivers Group;https://www.crunchbase.com/organization/four-rivers-group;27;8;San Francisco, California, United States;Venture Capital;Four Rivers Group is an expansion stage venture capital firm.;http://fourriversgroup.com;http://twitter.com/4riversgroup;;;22;6;;;
Francisco Partners;https://www.crunchbase.com/organization/francisco-partners;25;9;San Francisco, California, United States;Private Equity Firm;With $10 billion of capital under management, Francisco Partners is one of the world's largest technology-focused private equity funds.;http://www.franciscopartners.com;;;;23;15;;;
Franklin Templeton Investments;https://www.crunchbase.com/organization/franklin-templeton-investments;13;4;San Mateo, California, United States;Micro VC;Franklin Templeton Investments is a global investment firm that offers mutual funds for individuals and institutions.;http://www.franklintempleton.com;http://twitter.com/FTI_US;http://www.facebook.com/franklintempleton;http://www.linkedin.com/company/franklin-templeton-investments;13;4;;;
Free Ventures;https://www.crunchbase.com/organization/free-ventures;;;Berkeley, California, United States;Venture Capital;Free Ventures is a startup launchpad for Berkeley students, providing resources and a framework to build ideas.;http://www.freeventures.org/;http://twitter.com/freeventures;http://www.facebook.com/FreeVentures;;;;;;
Freedom Equity Group;https://www.crunchbase.com/organization/freedom-equity-group;;;San Diego, California, United States;Private Equity Firm;Freedom Equity Group works with insurance companies throughout the world and ensures customers receive lifetime income source.;http://freedomequitygroup.com;https://www.twitter.com/feg_says;http://www.facebook.com/fegonline;;;;;;
Freedom Financial;https://www.crunchbase.com/organization/freedom-financial;1;1;San Mateo, California, United States;Venture Capital;Freedom Financial was added in 2010.;http://www.freedomfinancialnetwork.com;;;;1;;;;
Freesolo Ventures;https://www.crunchbase.com/organization/freesolo-ventures;;;Palo Alto, California, United States;Venture Capital;Focused on providing funding and guidance to consumer electronics companies targeting under-leveraged segments.;http://www.freesoloventures.com;;;;;;;;
Freestyle Capital;https://www.crunchbase.com/organization/freestyle-capital;81;20;San Francisco, California, United States;Venture Capital;Freestyle Capital is a California-based venture capital that is focused on early stage technology companies.;http://freestyle.vc/;http://twitter.com/freestylevc;;;62;17;;;
Fremont Ventures;https://www.crunchbase.com/organization/fremont-ventures;16;4;San Francisco, California, United States;Venture Capital;Fremont Ventures is a private investment firm specialized in network infrastructure, core technologies, and life science technologies.;http://www.fremontventures.com;;;https://www.linkedin.com/company/fremont-group;9;4;;;
Fresh VC;https://www.crunchbase.com/organization/fresh-vc;15;1;San Francisco, California, United States;Venture Capital;Fresh VC is a micro VC fund started by Shri Ganeshram and Brian Sheng.;http://www.freshvc.com;https://twitter.com/thefreshvc;;https://www.linkedin.com/company/fresh-vc;12;2;;;
Friedman Fleischer & Lowe (FFL);https://www.crunchbase.com/organization/friedman-fleischer-lowe-ffl;4;;San Francisco, California, United States;Private Equity Firm;Friedman Fleischer & Lowe (FFL) invest in middle market company;http://fflpartners.com;;;;4;1;;;
Frog & Peach Investments;https://www.crunchbase.com/organization/frog-peach-investments;1;;San Francisco, California, United States;Venture Capital;Frog & Peach Investments was added in 2009.;;;;;1;;;;
frogVentures;https://www.crunchbase.com/organization/frogventures;3;;San Francisco, California, United States;Venture Capital;frogVentures offers strategic and financial support to companies in their early to later stages.;http://www.frogdesign.com/platforms/frogventures.html;;;;3;;;;
Frontera Capital;https://www.crunchbase.com/organization/frontera-capital;3;;Santa Monica, California, United States;Venture Capital;Frontera Capital is a California-based venture capital firm that invests in early stage technology and consumer businesses.;http://www.fronteracapital.com;;;;3;1;;;
Frontier Tech Ventures;https://www.crunchbase.com/organization/rothenberg-ventures;103;7;San Francisco, California, United States;Venture Capital;Frontier Tech Ventures invests in early-stage Frontier Technology startups.;http://frontier.tech/;https://twitter.com/TheFrontierVC;https://www.facebook.com/frontiertechventures;http://www.linkedin.com/company/rothenberg-ventures;84;4;;;
Frumtak Ventures;https://www.crunchbase.com/organization/frumtak-ventures-2;1;;Palo Alto, California, United States;Venture Capital;Frumtak Ventures manages venture funds Frumtak and Frumtak 2.;http://frumtak.is/;;;;1;1;;;
FTV Capital;https://www.crunchbase.com/organization/ftv-capital;48;13;San Francisco, California, United States;Private Equity Firm;Growth equity firm focused on high growth companies in enterprise solutions, financial services, and payments/transaction processing.;http://www.ftvcapital.com;;;https://www.linkedin.com/company/ftv-capital;43;31;;;
FTVentures;https://www.crunchbase.com/organization/ftventures;31;19;San Francisco, California, United States;Venture Capital;FTVentures invests growth capital in business services and software companies. Their key target sector is financial services. FTVentures;http://ftventures.com;;;;29;17;;;
Full Tilt Capital;https://www.crunchbase.com/organization/full-tilt-capital;2;;San Diego, California, United States;Venture Capital;Full Tilt Capital is a venture capital firm and real estate solutions company.;http://www.fulltiltcapitalllc.com/;https://www.twitter.com/fulltiltcapital;https://www.facebook.com/cthomesllc;;2;;;;
Fung Capital;https://www.crunchbase.com/organization/fung-capital-management;14;5;San Francisco, California, United States;Venture Capital;Fung Capital invests in early and growth stage technology companies in field of e-commerce, retail, supply chain and related categories.;http://fungcap.com;http://twitter.com/fungcapital;;https://www.linkedin.com/company/fung-capital-usa;12;6;;;
Funk Ventures;https://www.crunchbase.com/organization/funk-ventures;6;1;Pacific Palisades, California, United States;Venture Capital;Based in California, Funk Ventures is an entrepreneurial investment firm focused on companies that seek positive change in the world.;http://funkventures.com;http://twitter.com/funkventures;;https://www.linkedin.com/company/funk-ventures;4;3;;;
Fuse Capital;https://www.crunchbase.com/organization/fuse-capital;47;17;Palo Alto, California, United States;Venture Capital;Fuse Capital (formerly Velocity Interactive Group and fused with ComVentures) is a leading investment and strategic equity management firm;http://www.fusecapital.com;;;;36;9;;;
Fyrfly Venture Partners;https://www.crunchbase.com/organization/fyrfly-venture-partners;4;;Menlo Park, California, United States;Venture Capital;"Technology Early Stage Fund with a focus in ""data and intelligence at the core""";http://www.fyrfly.vc/;https://twitter.com/fyrflyvc;;https://www.linkedin.com/company/fyrfly-venture-partners;4;2;;;
G8 Capital;https://www.crunchbase.com/organization/g8-capital;1;;Ladera Ranch, California, United States;Venture Capital;G8 Capital has completed and successfully managed more than 65 portfolio acquisitions across 40 Managed Funds since 2007;http://www.g8cap.com;;;;1;1;;;
